id,Org Code,Town,School Year End Date (MM/DD):,Function,Org Type,Mass District Type:,District Title I Status:,Zip,Organization Description:,Educator Preparation Program Provider (EPPP):,State,District Operating Status:,NCES ID:,School Year Start Date (MM/DD):,Fax:,Phone:,Web Site:,Phone,Address 1,Mailing Address:,Address 2,Org Name,Grade,Fax,Email:,Contact Name,SES Provider:,RTTT Grant Program:,Inter-District School Choice:,METCO Program:,Chapter 74 Approved Programs:,Ed Prep: Mission/Vision Statement:,Ed Prep: Admission Requirements - Post-Baccalaureate:,Ed Prep: Description of Partnerships:,Ed Prep: Admission Requirements - Baccalaureate:
55,06220000,Blackstone,06/28,Superintendent,Public School District,Regional Academic,Title I District,01504,,$ Not Defined,MA,Operating,2502715,9/1,508-883-9892,508-883-4400,http://www.bmrsd.net,508-883-4400,175 Lincoln Street,"175 Lincoln StreetBlackstone, MA, 01504",,Blackstone-Millville,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",508-883-9892,pdavis@bmrsd.net,Perry Davis,$ Not Defined,Yes,Offers Choice,Does Not Accept METCO Students,,,,,
56,00330000,Huntington,6/15,Superintendent,Public School District,Local School,Non-Title I District,01050,,,MA,Non Operating,2502730,9/1,413-667-8739,413-685-1011,,413-685-1011,12 Littleville Road,"12 Littleville RoadHuntington, MA, 01050",,Blandford (non-op),NA,413-667-8739,dhopson@grsd.org,David Hopson,,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
57,08060000,Canton,06/19,Superintendent,Public School District,Regional Vocational Tech,Title I District,02021,9-12 Vocational Technical and Academic education; PG LPN program.,$ Not Defined,MA,Operating,2502740,09/05,781-828-3872,781-828-5800,http://www.bluehills.org,781-828-5800,800 Randolph Street,"800 Randolph StreetCanton, MA, 02021 9103",,Blue Hills Regional Vocational Technical,"09,10,11,12",781-828-3872,jquaglia@bluehills.org,James Quaglia,$ Not Defined,No,Does Not Offer Choice,Does Not Accept METCO Students,Automotive Collision Repair & Refinishing (470603)Automotive Technology (470604)Carpentry (460201)Cosmetology (120401)Culinary Arts (120500)Design & Visual Communications (500401)Drafting (151301)Early Education and Care (131210)Electricity (460302)Electronics (150303)Engineering Technology (150000)Exploratory (990100)Graphic Communications (100301)Health Assisting (510000)Heating - Ventilation  - Air Conditioning -  Refrigeration (470201)Information Support Services & Networking (110401)Metal Fabrication & Joining Technologies (480599),,,,
58,00340000,Bolton,6/15,Superintendent,Public School District,Local School,Non-Title I District,01740,,,MA,Non Operating,2502760,9/1,978-779-6812,978-779-0539,http://www.nrsd.net,978-779-0539,50 Mechanic Street,"50 Mechanic StreetBolton, MA, 01740",,Bolton (non-op),NA,978-779-6812,mwood@nrsd.net,Michael Wood,,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
59,00350000,Boston,06/28,Superintendent,Public School District,Local School,Title I District,02108,,No,MA,Operating,2502790,9/1,617-635-9059,617-635-9050,http://bostonpublicschools.org,617-635-9050,26 Court Street,"26 Court StreetBoston, MA, 02108",,Boston,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",617-635-9059,superintendent@boston.k12.ma.us,John McDonough,Yes,Yes,Does Not Offer Choice,Does Not Accept METCO Students,Automotive Collision Repair & Refinishing (470603)Automotive Technology (470604)Building/Property Maintenance (460401)Business Technology (520407)Carpentry (460201)Cosmetology (120401)Culinary Arts (120500)Dental Assisting (510601)Design & Visual Communications (500401)Electricity (460302)Exploratory (990100)Graphic Communications (100301)Health Assisting (510000)Hospitality Management (520901)Information Support Services & Networking (110401)Marketing (190203)Medical Assisting (510801)Plumbing (460503)Radio & Television Broadcasting (090701)Sheet Metalworking (480506),,,,
60,04490000,Dorchester,06/21,Charter School Leader,Charter District,Independent Public including Charters,Title I District,02125,"Boston Collegiate Charter School (BCCS), founded as South Boston Harbor Academy Charter School (SBHA), was established in 1998 and is a college preparatory middle and high school serving 400 students in grades 5-12 from all 13 of Boston's neighborhoods.",$ Not Defined,MA,Operating,2500053,9/1,617-265-1176,617-265-1172,http://www.bostoncollegiate.org,617-265-1172,11 Mayhew Street,"11 Mayhew StreetDorchester, MA, 02125",,Boston Collegiate Charter (District),"05,06,07,08,09,10,11,12",617-265-1176,svaron@bostoncollegiate.org,Shannah Varon,$ Not Defined,Yes,,,,,,,
61,04240000,Roxbury,06/28,Charter School Leader,Charter District,Independent Public including Charters,Title I District,02119,"Boston Day & Evening Academy serves 16-23 year old students in its evening program and 16-18 year old students in its day program. BDEA offers a personalized educational environment using an accelerated, skill and competency-based curriculum.  BDEA awards a diploma to its students upon successful completion of graduation requirements.",$ Not Defined,MA,Operating,2500049,9/1,617-635-6380,617-635-6789,http://www.bacademy.org,617-635-6789,20 Kearsarge Ave,"20 Kearsarge AveRoxbury, MA, 02119",,Boston Day and Evening Academy Charter (District),"09,10,11,12",617-635-6380,bzapater@boston.k12.ma.us,Beatriz McConnie Zapater,No,Yes,,,,,,,
62,04110000,South Boston,06/28,Charter School Leader,Charter District,Independent Public including Charters,Title I District,02127,"The mission of Boston Green Academy is to ensure that all of our students graduate prepared for success in college and the workforce. We will prepare our students to be leaders in environmental stewardship and activism, to live their lives responsibly and sustainably, and to access opportunities in the burgeoning green economy.",$ Not Defined,MA,Operating,2500526,09/01,617-635-9858,617-635-9860,http://www.bostongreenacademy.org,617-635-9860,95 G Street,"95 G StreetSouth Boston, MA, 02127",,Boston Green Academy Horace Mann Charter School (District),"09,10,11,12",617-635-9858,njaeger@boston.k12.ma.us,Natalie Jaeger,$ Not Defined,No,,,,,,,
63,04160000,Hyde Park,06/24,Charter School Leader,Charter District,Independent Public including Charters,Title I District,02136,,$ Not Defined,MA,Operating,2500080,9/1,617-333-6689,617-333-6688,http://www.bostonprep.org,617-333-6688,1286 Hyde Park Avenue,"1286 Hyde Park AvenueHyde Park, MA, 02136",,Boston Preparatory Charter Public (District),"06,07,08,09,10,11,12",617-333-6689,sliszanckie@bostonprep.org,Sharon Liszanckie,$ Not Defined,Yes,,,,,,,
64,04810000,Hyde Park,06/21,Charter School Leader,Charter District,Independent Public including Charters,Title I District,02136,"Boston Renaissance Charter Public School
250 Stuart St
Boston, MA 02116",$ Not Defined,MA,Operating,2500039,9/1,617-357-0949,617-357-0900,http://www.bostonrenaissance.org,617-357-0900,1415 Hyde Park Ave,"1415 Hyde Park AveHyde Park, MA, 02136",,Boston Renaissance Charter Public (District),"PK,K,01,02,03,04,05,06",617-357-0949,rharris@bostonrenaissance.org,Roger Harris,Yes,Yes,,,,,,,
65,00360000,Bourne,06/20,Superintendent,Public School District,Local School,Title I District,02532,,$ Not Defined,MA,Operating,2502820,9/1,508-759-1107,508-759-0660,http://www.bourne.k12.ma.us,508-759-0660,36 Sandwich Rd,"36 Sandwich RdBourne, MA, 02532 3609",,Bourne,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",508-759-1107,slamarche@bourne.k12.ma.us,Steven Lamarche,$ Not Defined,Yes,Offers Choice,Does Not Accept METCO Students,,,,,
66,00370000,Boxborough,06/16,Superintendent,Public School District,Local School,Title I District,01719,,$ Not Defined,MA,Operating,2502850,9/1,978-263-0477,978-263-4569,http://www.boxboroughschool.org,978-263-4569,493 Massachusetts Avenue,"493 Massachusetts AvenueBoxborough, MA, 01719",,Boxborough,"PK,K,01,02,03,04,05,06",978-263-0477,cbates@abschools.org,Curtis Bates,$ Not Defined,Yes,Offers Choice,Does Not Accept METCO Students,,,,,
67,00380000,Boxford,6/25,Superintendent,Public School District,Local School,Title I District,01921,,$ Not Defined,MA,Operating,2502880,9/1,978-887-8042,978-887-0771,http://www.tritownschoolunion.com,978-887-0771,28 Middleton Road,"28 Middleton RoadBoxford, MA, 01921",,Boxford,"PK,K,01,02,03,04,05,06",978-887-8042,bcreeden@tritownschoolunion.com,Bernard Creeden,$ Not Defined,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
68,00390000,Boylston,06/25,Superintendent,Public School District,Local School,Title I District,01505,,$ Not Defined,MA,Operating,2502910,9/1,508-869-0023,508-869-2837,http://www.bbrsd.org,508-869-2837,215 Main Street,"215 Main StreetBoylston, MA, 01505 2023",,Boylston,"PK,K,01,02,03,04,05",508-869-0023,nekstrom@bbrsd.org,Nadine Ekstrom,$ Not Defined,No,Offers Choice,Does Not Accept METCO Students,,,,,
69,00400000,Braintree,06/25,Superintendent,Public School District,Local School,Title I District,02184,,$ Not Defined,MA,Operating,2502940,9/1,781-380-0146,781-380-0130,,781-380-0130,348 Pond Street,"348 Pond StreetBraintree, MA, 02184 5310",,Braintree,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",781-380-0146,mmurray@braintreema.gov,Maureen Murray,$ Not Defined,Yes,Does Not Offer Choice,Accepts METCO Students,,,,,
70,00410000,Orleans,06/25,Superintendent,Public School District,Local School,Title I District,02653,"The Brewster School District has two elementary schools - Stony Brook Elementary School (grades kindergarten through grade 2) and Eddy Elementary School (grades 3-5). The Brewster students combine with the students from Orleans, Eastham and Wellfleet attending the Nauset Regional Middle School for grades 6 through 8, and Nauset Regional High School",$ Not Defined,MA,Operating,2502970,9/1,508-240-2351,508-255-8800,http://nausetschools.org,508-255-8800,78 Eldredge Pkwy,"78 Eldredge PkwyOrleans, MA, 02653",,Brewster,"PK,K,01,02,03,04,05",508-240-2351,hoffmannr@nausetschools.org,Richard Hoffmann,$ Not Defined,Yes,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
71,04170000,Dorchester,06/27,Charter School Leader,Charter District,Independent Public including Charters,Title I District,02121,"Bridge Boston Charter School is a K1-8 school, opened on Sept. 6, 2011, starting with seventy two students in K1 and K2, and adding a grade in each successive year. As a full service school, our mission focuses on a rigorous academic program, ""wrap-around"" services and a community approach.",$ Not Defined,MA,Operating,2500527,09/01,--,857-229-1601,http://www.bridgebostoncharterschool.org,857-229-1601,2 McLellan Street,"2 McLellan StreetDorchester, MA, 02121",,Bridge Boston Charter School (District),"PK,K,01,02",--,jchokshi@bridgebostoncs.org,Jug Chokshi,$ Not Defined,No,,,,,,,
72,00420000,Bridgewater,6/15,Superintendent,Public School District,Local School,Non-Title I District,02324,,,MA,Non Operating,2503000,9/1,508-697-7012,508-279-2140,http://www.bridge-rayn.org,508-279-2140,166 Mt. Prospect Street,"166 Mt. Prospect StreetBridgewater, MA, 02324",,Bridgewater (non-op),NA,508-697-7012,jforbes@bridge-rayn.org,Jacqueline Forbes,,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
73,06250000,Bridgewater,06/24,Superintendent,Public School District,Regional Academic,Title I District,02324,,$ Not Defined,MA,Operating,2503030,9/1,508-697-7012,508-279-2140,http://www.bridge-rayn.org,508-279-2140,166 Mt. Prospect Street,"166 Mt. Prospect StreetBridgewater  , MA, 02324",,Bridgewater-Raynham,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",508-697-7012,jforbes@bridge-rayn.org,Jacqueline Forbes,$ Not Defined,Yes,Offers Choice,Does Not Accept METCO Students,,,,,
74,00430000,Fiskdale,06/25,Superintendent,Public School District,Local School,Title I District,01518,,$ Not Defined,MA,Operating,2503060,9/1,508-347-2697,508-347-3077,http://www.tantasqua.org,508-347-3077,320A Brookfield Rd,"320A Brookfield RdFiskdale, MA, 01518 1098",,Brimfield,"PK,K,01,02,03,04,05,06",508-347-2697,noseke@tantasqua.org,Erin Nosek,$ Not Defined,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
75,09100000,Dighton,06/28,Superintendent,Public School District,County Agricultural,Title I District,02715,,$ Not Defined,MA,Operating,2503070,9/1,508-669-6747,508-669-6744,http://www.bcahs.com,508-669-6744,135 Center Street,"135 Center StreetDighton, MA, 02715 1230",,Bristol County Agricultural,"09,10,11,12",508-669-6747,dempsey@bcahs.com,Stephen Dempsey,$ Not Defined,Yes,Does Not Offer Choice,Does Not Accept METCO Students,Agricultural Mechanics (010201)Animal Science (010599)Exploratory (990100)Horticulture (010601),,,,
76,08100000,Taunton,6/25,Superintendent,Public School District,Regional Vocational Tech,Title I District,02780,,$ Not Defined,MA,Operating,2503080,9/1,508-880-7287,508-823-5151,http://www.bptech.org.,508-823-5151,207 Hart Street,"207 Hart StreetTaunton, MA, 02780",,Bristol-Plymouth Regional Vocational Technical,"09,10,11,12",508-880-7287,rgross@bptech.org,Richard Gross,$ Not Defined,No,Does Not Offer Choice,Does Not Accept METCO Students,Automotive Collision Repair & Refinishing (470603)Automotive Technology (470604)Biotechnology (150401)Business Technology (520407)Carpentry (460201)Cosmetology (120401)Culinary Arts (120500)Dental Assisting (510601)Design & Visual Communications (500401)Drafting (151301)Early Education and Care (131210)Electricity (460302)Exploratory (990100)Graphic Communications (100301)Health Assisting (510000)Heating - Ventilation  - Air Conditioning -  Refrigeration (470201)Information Support Services & Networking (110401)Machine Tool Technology (480501)Metal Fabrication & Joining Technologies (480599)Plumbing (460503),,,,
77,00440000,Brockton,06/28,Superintendent,Public School District,Local School,Title I District,02301,,$ Not Defined,MA,Operating,2503090,9/1,508-580-7513,508-580-7511,http://www.brocktonpublicschools.com,508-580-7511,43 Crescent Street,"43 Crescent StreetBrockton, MA, 02301 4376",,Brockton,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",508-580-7513,kathleensmith@bpsma.org,Kathleen Smith,Yes,Yes,Offers Choice,Does Not Accept METCO Students,Automotive Technology (470604)Carpentry (460201)Exploratory (990100)Graphic Communications (100301),,,,
78,04570000,East Boston,06/19,Charter School Leader,Charter District,Independent Public including Charters,Title I District,02128,,$ Not Defined,MA,Operating,2500539,09/01,--,617-409-5150,http://www.ebrooke.org,617-409-5150,189 Paris Street,"189 Paris StreetEast Boston, MA, 02128",,Brooke Charter School East Boston (District),"K,01,02,05,06",--,ksteadman@ebrooke.org,Kimberly Steadman,$ Not Defined,No,,,,,,,
79,04430000,Boston,06/19,Charter School Leader,Charter District,Independent Public including Charters,Title I District,02127,,$ Not Defined,MA,Operating,2500528,,617-268-1107,617-269-1006,http://www.ebrooke.org,617-269-1006,7 Elkins Street,"7 Elkins StreetBoston, MA, 02127",,Brooke Charter School Mattapan (District),"K,01,02,03,05,06,07",617-268-1107,ksteadman@ebrooke.org,Kimberly Steadman,$ Not Defined,No,,,,,,,
80,04280000,Roslindale,06/19,Charter School Leader,Charter District,Independent Public including Charters,Title I District,02131,,$ Not Defined,MA,Operating,2500071,9/1,617-325-2260,617-325-7977,http://www.ebrooke.org,617-325-7977,190 Cummins Highway,"190 Cummins HighwayRoslindale, MA, 02131",,Brooke Charter School Roslindale (District),"K,01,02,03,04,05,06,07,08",617-325-2260,jclark@ebrooke.org,Kimberly Steadman,$ Not Defined,Yes,,,,,,,
81,00450000,Fiskdale,06/25,Superintendent,Public School District,Local School,Title I District,01518,,$ Not Defined,MA,Operating,2503120,9/1,508-347-2697,508-347-3077,http://www.tantasqua.org,508-347-3077,320 Brookfield Rd,"320 Brookfield RdFiskdale, MA, 01518 1098",,Brookfield,"PK,K,01,02,03,04,05,06",508-347-2697,noseke@tantasqua.org,Erin Nosek,$ Not Defined,No,Offers Choice,Does Not Accept METCO Students,,,,,
82,00460000,Brookline,06/28,Superintendent,Public School District,Local School,Title I District,02445,,$ Not Defined,MA,Operating,2503150,9/1,617-730-2601,617-730-2403,,617-730-2403,333 Washington Street,"333 Washington StreetBrookline, MA, 02445",,Brookline,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",617-730-2601,bill_lupini@brookline.k12.ma.us,William Lupini,$ Not Defined,No,Does Not Offer Choice,Accepts METCO Students,,,,,
83,00470000,Shelburne Falls,6/15,Superintendent,Public School District,Local School,Non-Title I District,01370,,,MA,Non Operating,2503160,9/1,413-625-0196,413-625-0192,,413-625-0192,24 Ashfield Rd,"24 Ashfield RdShelburne Falls, MA, 01370",,Buckland (non-op),NA,413-625-0196,mbuoniconti@mtrsd.k12.ma.us,Michael Buoniconti,,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
84,00480000,Burlington,06/25,Superintendent,Public School District,Local School,Title I District,01803,,$ Not Defined,MA,Operating,2503240,9/1,781-270-1773,781-270-1801,http://www.bpsk12.org,781-270-1801,123 Cambridge Street,"123 Cambridge StreetBurlington, MA, 01803 3755",,Burlington,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",781-270-1773,conti@bpsk12.org,Eric Conti,$ Not Defined,No,Offers Choice,Does Not Accept METCO Students,,,,,
85,00490000,Cambridge,06/21,Superintendent,Public School District,Local School,Title I District,02141,,Yes,MA,Operating,2503270,9/1,617-349-6496,617-349-6494,,617-349-6494,159 Thorndike Street,"159 Thorndike StreetCambridge, MA, 02141",,Cambridge,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",617-349-6496,jyoung@cpsd.us,Jeffrey Young,$ Not Defined,Yes,Does Not Offer Choice,Does Not Accept METCO Students,Automotive Technology (470604)Biotechnology (150401)Carpentry (460201)Culinary Arts (120500)Design & Visual Communications (500401)Engineering Technology (150000)Exploratory (990100)Graphic Communications (100301)Health Assisting (510000)Information Support Services & Networking (110401)Radio & Television Broadcasting (090701),,,,
86,00500000,Canton,06/28,Superintendent,Public School District,Local School,Title I District,02021,,$ Not Defined,MA,Operating,2503300,9/1,781-575-6500,781-821-5060,http://www.cantonma.org,781-821-5060,960 Washington Street,"960 Washington StreetCanton, MA, 02021",,Canton,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",781-575-6500,granatinoj@cantonma.org,Jeffrey Granatino,$ Not Defined,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
